""	"CD4"	"CD8"	"Macrophages"
"TCGA-27-1833-01"	-0.503870547892236	-0.598342042980414	-0.246499092164627
"TCGA-06-0881-01"	-0.376164779438224	-0.346179899944019	0.139421883223332
"TCGA-27-1831-01"	-0.433273328440477	-0.452123666907628	-0.145707795049932
"TCGA-16-1060-01"	-0.446407642367654	-0.527745185568205	-0.194477439276037
"TCGA-02-0258-01"	-0.523554357190605	-0.583944340088257	-0.494021126195436
"TCGA-06-0238-01"	-0.47187655936932	-0.459936970864935	-0.222960619541529
"TCGA-06-0125-01"	-0.538610155443057	-0.656129463406452	-0.364426785109991
"TCGA-12-1099-01"	-0.540845161487288	-0.590427341995872	-0.337534409010314
"TCGA-06-0216-01"	-0.498423251301721	-0.603883046331155	-0.340758084671981
"TCGA-08-0245-01"	-0.527083793039521	-0.570040802853425	-0.296456838720462
"TCGA-19-1787-01"	-0.512694354184192	-0.566761019670362	-0.195201765967603
"TCGA-08-0373-01"	-0.515024217569542	-0.603245401259606	-0.223316071947298
"TCGA-28-5213-01"	-0.401146536794389	-0.309860480693676	-0.119385659361256
"TCGA-28-1760-01"	-0.476255940000504	-0.550832839546688	-0.217572184205328
"TCGA-08-0514-01"	-0.529613218665585	-0.618070528948808	-0.297982093296504
"TCGA-14-0812-01"	-0.497811778546353	-0.556381110573925	-0.179259611581224
"TCGA-76-4932-01"	-0.503243390763199	-0.598277806055998	-0.401480234071331
"TCGA-02-0014-01"	-0.568843723935639	-0.590671175444601	-0.50350423441799
"TCGA-08-0392-01"	-0.484113519155692	-0.48472316823178	-0.213309228068726
"TCGA-06-5412-01"	-0.437316775202109	-0.441354442251733	-0.0935746256373406
"TCGA-15-1446-01"	-0.520775240496465	-0.54227227481716	-0.27902705516869
"TCGA-16-1045-01"	-0.405113274518458	-0.480618171013976	-0.0182549824397744
"TCGA-06-0141-01"	-0.410922594772667	-0.439582199310579	0.0181508145366249
"TCGA-12-0657-01"	-0.487368317011549	-0.599167314390625	-0.247611530522613
"TCGA-19-5960-01"	-0.526983711317455	-0.648972626101791	-0.362116095376442
"TCGA-28-1753-01"	-0.47235283408121	-0.484032731998656	-0.0109952260927636
"TCGA-08-0520-01"	-0.481098974413177	-0.573080234244778	-0.352368833137321
"TCGA-32-2498-01"	-0.497491573806215	-0.511932829581119	-0.170339933534282
"TCGA-02-0038-01"	-0.545780058853959	-0.505555682284602	-0.551861520032829
"TCGA-06-0168-01"	-0.45274843695798	-0.529983168009089	-0.0985035819765882
"TCGA-12-0821-01"	-0.534557981702999	-0.644819609888824	-0.325958778188722
"TCGA-32-1986-01"	-0.481064221796521	-0.557118914295187	-0.21881317721204
"TCGA-06-2567-01"	-0.468139275149657	-0.474934676120083	-0.152621276827413
"TCGA-27-2526-01"	-0.381390638792344	-0.394474228176876	-0.197579211304777
"TCGA-19-1389-01"	-0.495899208486312	-0.571809000549482	-0.137635513988022
"TCGA-02-0010-01"	-0.513544178052412	-0.588079179780332	-0.458055983287551
"TCGA-19-5951-01"	-0.49830570513412	-0.621882616770312	-0.259302634541745
"TCGA-06-0195-01"	-0.518606807605662	-0.548115103445593	-0.262701159219529
"TCGA-12-5295-01"	-0.417267595589954	-0.433302666245081	-0.149913883932906
"TCGA-12-3650-01"	-0.497955772891149	-0.565987185554803	-0.306406910216515
"TCGA-28-5220-01"	-0.490332842598431	-0.557220408505212	-0.297954682130498
"TCGA-02-0059-01"	-0.38320173170389	-0.377692359989671	-0.108591653605497
"TCGA-19-1392-01"	-0.504708116323114	-0.606747862499594	-0.415600212592975
"TCGA-32-2494-01"	-0.500002306816346	-0.547421686216622	-0.120165130221038
"TCGA-32-2616-01"	-0.531979007228762	-0.579410345873536	-0.239156100247029
"TCGA-12-1602-01"	-0.511544149369535	-0.583276074865766	-0.284017775197946
"TCGA-02-0051-01"	-0.42052904331101	-0.440682680350369	-0.061688182170382
"TCGA-02-0115-01"	-0.559333616881081	-0.637432034397763	-0.196200682194774
"TCGA-12-3653-01"	-0.498423754964974	-0.561238819656256	-0.187675817010368
"TCGA-08-0353-01"	-0.549014272117171	-0.619482236415097	-0.363765176966734
"TCGA-06-5856-01"	-0.504090084376042	-0.604055606560433	-0.256371477369188
"TCGA-06-0188-01"	-0.546328024961865	-0.637265042379551	-0.303320494825808
"TCGA-06-0174-01"	-0.547040195588012	-0.604320022075742	-0.366492646302074
"TCGA-12-0688-01"	-0.509221311143736	-0.591466702179859	-0.324699253556369
"TCGA-02-0422-01"	-0.534244235064842	-0.605627588887273	-0.280336657657158
"TCGA-14-1794-01"	-0.518546278968616	-0.582452320818117	-0.285731995447211
"TCGA-27-1838-01"	-0.503560320497821	-0.592192578363352	-0.196213437425008
"TCGA-76-4926-01"	-0.488517782899731	-0.58227295651436	-0.247799415548596
"TCGA-32-1970-01"	-0.537799046266345	-0.621510096677008	-0.308131522500431
"TCGA-14-0789-01"	-0.420859361061579	-0.476241981743478	-0.0961560742486733
"TCGA-02-0260-01"	-0.518918353746887	-0.638585956967181	-0.399688053044654
"TCGA-26-5133-01"	-0.499677669675715	-0.59655039425278	-0.386050486706966
"TCGA-06-0206-01"	-0.377584083908519	-0.347909534153669	-0.0318446064091179
"TCGA-19-2631-01"	-0.524070760752436	-0.669291583696003	-0.377326384469009
"TCGA-02-0432-01"	-0.504978119289427	-0.576648935894768	-0.392169035135497
"TCGA-19-1790-01"	-0.449046621457629	-0.520815502479995	-0.0571774972333441
"TCGA-12-1090-01"	-0.508187385512191	-0.615022340226449	-0.326627778389967
"TCGA-06-0397-01"	-0.51403318330562	-0.58120391898048	-0.279570273042204
"TCGA-14-0866-01"	-0.530578257933142	-0.581452615707234	-0.281167396014191
"TCGA-14-1401-01"	-0.515222878307498	-0.555238244766955	-0.220993392498919
"TCGA-06-1084-01"	-0.32259907420686	-0.290729777307519	-0.0436094016259351
"TCGA-19-2621-01"	-0.549213060838831	-0.622760691267101	-0.246468765861823
"TCGA-12-0707-01"	-0.536672308044129	-0.60552354031907	-0.266307801992379
"TCGA-08-0349-01"	-0.529657582981423	-0.573219111334379	-0.253573965325501
"TCGA-02-0337-01"	-0.503625638874476	-0.542196154037514	-0.183868498451221
"TCGA-06-0138-01"	-0.440371709154754	-0.493811777476449	-0.129457387833354
"TCGA-28-5208-01"	-0.236971995946402	-0.0429674203955346	-0.0643066778606545
"TCGA-06-0171-01"	-0.456219831064934	-0.511206233715167	-0.229288369604709
"TCGA-32-4719-01"	-0.509335540833267	-0.615654003950802	-0.245305969159323
"TCGA-06-0182-01"	-0.494307906645165	-0.523062732632794	-0.186060657230424
"TCGA-02-0330-01"	-0.449842785428136	-0.463305529704101	-0.153581231768476
"TCGA-28-1757-01"	-0.519168522039609	-0.60309029753684	-0.322314372636686
"TCGA-06-2562-01"	-0.540652668837529	-0.620183112457501	-0.289157381104013
"TCGA-32-4211-01"	-0.507580272869509	-0.520190245714946	-0.217996422782353
"TCGA-14-1454-01"	-0.551582577949812	-0.626028392234665	-0.405415968138217
"TCGA-12-5299-01"	-0.499650310225434	-0.60725178223499	-0.195865962491702
"TCGA-19-1386-01"	-0.506649480150003	-0.594489817186402	-0.358657788196886
"TCGA-02-0290-01"	-0.433425897252216	-0.461383412719479	-0.24801476375207
"TCGA-19-1786-01"	-0.539158384576921	-0.603705753722708	-0.330340470926714
"TCGA-32-2638-01"	-0.48127561925488	-0.546204460729235	-0.173413342190138
"TCGA-27-2527-01"	-0.475433785374446	-0.534929630188412	-0.146933985266108
"TCGA-26-1440-01"	-0.536882449156786	-0.632041821155033	-0.296247377097451
"TCGA-06-5408-01"	-0.495759732993904	-0.628319898727241	-0.267423499623695
"TCGA-16-0848-01"	-0.447973673205394	-0.47560154376019	-0.230041877386482
"TCGA-76-6285-01"	-0.525491318559951	-0.616931579996926	-0.292015946765477
"TCGA-08-0357-01"	-0.496686824523603	-0.5918488691047	-0.258890934114984
"TCGA-02-0332-01"	-0.385280895583341	-0.331775319477061	-0.114802466923958
"TCGA-08-0386-01"	-0.599764439197303	-0.701956281398511	-0.396821291403271
"TCGA-02-0026-01"	-0.562629184772839	-0.642551611137521	-0.372655081220046
"TCGA-32-1987-01"	-0.489477039788897	-0.49372295101319	-0.0954936477775234
"TCGA-28-1749-01"	-0.515018195857671	-0.581036113100188	-0.364793807860682
"TCGA-02-0446-01"	-0.516082556254708	-0.564472194182656	-0.176800254500875
"TCGA-27-1836-01"	-0.524237437409827	-0.543151172868265	-0.211121029990842
"TCGA-06-0678-11"	-0.516807397769945	-0.563448462321617	-0.428398262564572
"TCGA-02-0025-01"	-0.248770750305554	-0.119762564952768	0.0241668392705973
"TCGA-26-5132-01"	-0.519509754651284	-0.584947637908223	-0.248327119276749
"TCGA-12-0692-01"	-0.504981072991662	-0.610492575521672	-0.274851369519696
"TCGA-06-0876-01"	-0.495027916286898	-0.536281923636507	-0.2203225973907
"TCGA-12-1094-01"	-0.467290104960399	-0.548178278533779	-0.155665346005141
"TCGA-08-0359-01"	-0.514789060443398	-0.606873224814462	-0.276557985895165
"TCGA-08-0389-01"	-0.454101404479338	-0.500848449975821	-0.115592767948539
"TCGA-06-1802-01"	-0.475330511618411	-0.550887859929679	-0.199933903418053
"TCGA-06-0241-01"	-0.517111633810137	-0.533990812332987	-0.34885942297784
"TCGA-06-5410-01"	-0.426556978374621	-0.417306657644654	0.133246925396255
"TCGA-12-0827-01"	-0.460646280901862	-0.472532690247598	-0.176182876847417
"TCGA-06-0160-01"	-0.550369808432242	-0.621404235694741	-0.438965134298696
"TCGA-19-5958-01"	-0.561504926832824	-0.646210223767588	-0.306358795653265
"TCGA-06-0413-01"	-0.53176495816414	-0.600434802073758	-0.396999207580181
"TCGA-32-1978-01"	-0.538851581709079	-0.652379652625503	-0.310432352941098
"TCGA-19-2625-01"	-0.543238060979639	-0.655064000645605	-0.315715691287456
"TCGA-06-2565-01"	-0.527101622014063	-0.575373168185449	-0.258120088666787
"TCGA-02-2485-01"	-0.49970879583058	-0.536720647548896	-0.230910246705551
"TCGA-06-0213-01"	-0.437779544542377	-0.475177121404864	-0.09034366470566
"TCGA-12-1599-01"	-0.494344984676509	-0.540851988234907	-0.251126970210665
"TCGA-19-0960-01"	-0.510798278993745	-0.604794228921825	-0.279533096641318
"TCGA-06-0750-01"	-0.498878950274171	-0.569305519285834	-0.171410766730078
"TCGA-02-0015-01"	-0.524667498010583	-0.635863249200622	-0.339715178447599
"TCGA-12-0656-01"	-0.53101919512656	-0.61385591176868	-0.347715511267072
"TCGA-08-0510-01"	-0.503937689493867	-0.591044534235545	-0.208242722907883
"TCGA-12-1597-01"	-0.527244374267257	-0.56739934347121	-0.329072430212612
"TCGA-06-5418-01"	-0.4705261297858	-0.5394202642304	-0.253426976515763
"TCGA-02-0011-01"	-0.208542952957855	-0.220990495661243	-0.0917051640883823
"TCGA-06-6389-01"	-0.443754147139937	-0.401141398243166	-0.247449674439941
"TCGA-08-0345-01"	-0.442327443325799	-0.459769621078654	-0.0904711943980351
"TCGA-06-0132-01"	-0.460811882544931	-0.498483646101592	-0.0534732946478015
"TCGA-28-1747-01"	-0.510484920847034	-0.542844476834267	-0.187285695624407
"TCGA-12-0616-01"	-0.425846048668833	-0.425677875449703	-0.266316905164804
"TCGA-06-5415-01"	-0.484696988931261	-0.552638585551092	-0.309419495200131
"TCGA-06-0402-01"	-0.509611690753855	-0.555341608840542	-0.272600782214605
"TCGA-06-0157-01"	-0.496213845640753	-0.567535079440439	-0.234737443390484
"TCGA-06-0149-01"	-0.449759513100645	-0.462115158630396	-0.144104239758289
"TCGA-12-0620-01"	-0.520859240458354	-0.634867962093537	-0.223307240339537
"TCGA-06-2561-01"	-0.479951022118579	-0.57805434278617	-0.225165894424598
"TCGA-14-2554-01"	-0.452120960624709	-0.524036362534344	-0.21097245263457
"TCGA-02-0084-01"	-0.37432079654021	-0.36148087844102	-0.204448741681315
"TCGA-06-2563-01"	-0.527245450279592	-0.566461762876059	-0.238102130906293
"TCGA-14-1453-01"	-0.48541305018856	-0.478756873238831	-0.227220620387752
"TCGA-14-0783-01"	-0.484107434851918	-0.56692125642602	-0.173254864929599
"TCGA-06-0410-01"	-0.529954184412206	-0.567299203676385	-0.33039287042018
"TCGA-06-0127-01"	-0.499766013424546	-0.547726853075779	-0.203869796382083
"TCGA-06-0173-01"	-0.548778378190267	-0.605356866129882	-0.221119980127179
"TCGA-06-0219-01"	-0.472714915213017	-0.547672260113342	-0.220486488724702
"TCGA-02-0339-01"	-0.50994633409703	-0.541893424838982	-0.46418629768285
"TCGA-28-5219-01"	-0.455982748950057	-0.553622831178521	-0.150779231873764
"TCGA-02-0114-01"	-0.548944388321052	-0.580128865717693	-0.375726651523055
"TCGA-14-3476-01"	-0.423226791195923	-0.396542558312933	-0.248306794441729
"TCGA-14-1452-01"	-0.444538073223938	-0.492221974676519	-0.132558280579626
"TCGA-06-0145-01"	-0.44776479672426	-0.483841313714533	-0.156989097654289
"TCGA-76-4934-01"	-0.478591520150036	-0.518698435931703	-0.3206802731357
"TCGA-32-5222-01"	-0.493175310164666	-0.5345685132872	-0.410950656905811
"TCGA-12-0780-01"	-0.532970564633042	-0.620905683372392	-0.33470366034105
"TCGA-32-4209-01"	-0.458419566810947	-0.486588059066157	-0.184031809530321
"TCGA-02-0271-01"	-0.504259339422868	-0.57281449253121	-0.345597177771623
"TCGA-76-6191-01"	-0.566386492294596	-0.544930990635883	-0.327673635345406
"TCGA-02-0021-01"	-0.488944092959757	-0.583510827181682	-0.463958712681247
"TCGA-14-0787-01"	-0.494355293087792	-0.576630268757489	-0.286010999692951
"TCGA-02-0057-01"	-0.422545609224045	-0.388251987859992	-0.203057397265118
"TCGA-12-0618-01"	-0.538146449403232	-0.633366637449865	-0.436028998955737
"TCGA-26-1799-01"	-0.482526236698149	-0.544833861914346	-0.309815191303008
"TCGA-14-1827-01"	-0.507185094927001	-0.552574748562142	-0.215222815902563
"TCGA-12-0654-01"	-0.475127395949483	-0.484389709965569	-0.241628168264861
"TCGA-12-0703-01"	-0.534646701936182	-0.621223430078932	-0.321964828938505
"TCGA-27-2524-01"	-0.461274822321157	-0.570050050670548	-0.173476008200329
"TCGA-19-1791-01"	-0.530886680940096	-0.648975319086761	-0.426525957485102
"TCGA-28-5215-01"	-0.324118766587516	-0.240989254866652	-0.0368666650919749
"TCGA-06-0194-01"	-0.410469440110163	-0.434994061140687	-0.124072045417607
"TCGA-06-0875-01"	-0.532131002692317	-0.590413721746366	-0.329426352214217
"TCGA-15-1444-01"	-0.543683362638793	-0.604354585645977	-0.260198268986722
"TCGA-06-0877-01"	-0.472804508559233	-0.537163388523551	-0.265393440214567
"TCGA-32-4213-01"	-0.427610128121072	-0.469263142861044	-0.0845472656850742
"TCGA-06-0155-01"	-0.522314938918819	-0.559226797113551	-0.235624522604705
"TCGA-19-2620-01"	-0.564356173719931	-0.647644941020697	-0.311508095778411
"TCGA-28-2502-01"	-0.432453272036578	-0.418000048710975	-0.13115949892767
"TCGA-08-0522-01"	-0.445558045946626	-0.479843506696142	-0.110560878899876
"TCGA-41-4097-01"	-0.492706914018622	-0.534311014080782	-0.233847581588037
"TCGA-02-0001-01"	-0.119155494185897	0.0706610036755247	0.156323879635386
"TCGA-14-4157-01"	-0.556366654598374	-0.587471128811462	-0.521618613673552
"TCGA-02-2466-01"	-0.571182911598098	-0.663727810956479	-0.470081472957845
"TCGA-02-0116-01"	-0.380516255549241	-0.304627266577366	-0.538425682382857
"TCGA-14-1037-01"	-0.489031163577017	-0.500640841416029	-0.158023063803732
"TCGA-15-0742-01"	-0.504276330694105	-0.664889122770091	-0.389652642135943
"TCGA-27-2528-01"	-0.525722124633511	-0.646285947115673	-0.381251362250184
"TCGA-19-5950-01"	-0.538316436029097	-0.65942132571721	-0.275226559494303
"TCGA-02-0043-01"	-0.494706033639312	-0.550514048877801	-0.135995365076592
"TCGA-32-4210-01"	-0.507369048507862	-0.572744766021018	-0.298281582340316
"TCGA-28-1756-01"	-0.530123807247463	-0.539240417737062	-0.374285258844446
"TCGA-02-0456-01"	-0.462269696182283	-0.51917111854132	-0.13439286440894
"TCGA-06-0187-01"	-0.504638024691615	-0.592999533928311	-0.193586608697444
"TCGA-02-2486-01"	-0.407847531068125	-0.38760311079152	-0.0226199697531227
"TCGA-16-0846-01"	-0.459217855360634	-0.475406269317655	-0.11121605569846
"TCGA-06-0221-01"	-0.43929641939676	-0.389000619062011	-0.257489187373596
"TCGA-32-1980-01"	-0.495899640811429	-0.520616974694759	-0.208460576373757
"TCGA-02-0106-01"	-0.478439634577699	-0.51830089334374	-0.155609242501197
"TCGA-16-0861-01"	-0.518064326086053	-0.636464654808882	-0.319564823775259
"TCGA-26-5134-01"	-0.48139297993913	-0.522059410180014	-0.316336722159112
"TCGA-06-0169-01"	-0.391709009092521	-0.452356889827007	-0.0171084775819949
"TCGA-16-1460-01"	-0.487736556889697	-0.569997501831635	-0.341778223271009
"TCGA-06-0649-01"	-0.455362590947673	-0.466693056226027	-0.216104372592645
"TCGA-28-5209-01"	-0.316268874568609	-0.201805254362055	-0.112027874364309
"TCGA-76-4929-01"	-0.495579788618742	-0.555651651993613	-0.283666351931149
"TCGA-06-0137-01"	-0.513127952889594	-0.606154695254538	-0.339568974156511
"TCGA-02-0028-01"	-0.271832337841338	-0.10424621869864	0.172038932573396
"TCGA-02-0324-01"	-0.328926691686697	-0.450983590795521	-0.221397780518008
"TCGA-28-2506-01"	-0.538534604965651	-0.636555685477193	-0.286993647689399
"TCGA-14-0867-01"	-0.501756609830203	-0.62343346784732	-0.226795149502688
"TCGA-06-0744-01"	-0.499306456160482	-0.579852705758725	-0.334451910873285
"TCGA-02-0024-01"	-0.54475509928703	-0.625243665902072	-0.421673872170633
"TCGA-02-0054-01"	-0.486431880951615	-0.471615307822612	-0.201276983083114
"TCGA-08-0358-01"	-0.434822682640339	-0.532801884024407	-0.378835946916987
"TCGA-14-0736-01"	-0.393560243262767	-0.42695300393896	-0.143291743011974
"TCGA-06-0177-01"	-0.52172090117634	-0.576949478219113	-0.281969236671964
"TCGA-32-2632-01"	-0.420404240663141	-0.399407247301139	-0.120689590774598
"TCGA-08-0360-01"	-0.44781683192823	-0.554223711743739	-0.010053334900734
"TCGA-14-1455-01"	-0.473434523615292	-0.445593708786774	-0.25622512172631
"TCGA-19-5955-01"	-0.478717861217279	-0.510085701067833	-0.114357261451442
"TCGA-06-0645-01"	-0.466115556481306	-0.528697142889547	-0.0598791565526714
"TCGA-02-0086-01"	-0.467239720819406	-0.580841184300825	-0.192646725914289
"TCGA-08-0524-01"	-0.505438044926817	-0.561492504421508	-0.497744291153687
"TCGA-06-0240-01"	-0.462662343494042	-0.483719289878123	-0.248044193690135
"TCGA-02-0033-01"	-0.135704507751698	0.0651457173970613	0.139109062307458
"TCGA-27-2518-01"	-0.535298349129058	-0.60661179563795	-0.300591280884611
"TCGA-12-1098-01"	-0.476378202674721	-0.561952593652168	-0.337490338747486
"TCGA-02-0075-01"	-0.476556780747385	-0.497648008224339	-0.214624020692501
"TCGA-12-0775-01"	-0.443707756811622	-0.464556406780638	-0.187701277495743
"TCGA-02-0289-01"	-0.513741197318614	-0.58984852791771	-0.326126873081962
"TCGA-02-0083-01"	-0.570840531789426	-0.646963702989409	-0.262871784421719
"TCGA-06-0140-01"	-0.488179362508202	-0.58414245166596	-0.136877991466021
"TCGA-19-2624-01"	-0.533217215071202	-0.610870154903527	-0.380204329972413
"TCGA-02-0074-01"	-0.546109916276857	-0.646464438264538	-0.334103628063983
"TCGA-08-0351-01"	-0.505432809541607	-0.561266671850973	-0.296916515875728
"TCGA-12-1089-01"	-0.52533220291477	-0.605230052379497	-0.342593712385837
"TCGA-06-5858-01"	-0.581818269301455	-0.680289061241842	-0.274088681871289
"TCGA-28-1746-01"	-0.557198220653262	-0.608164330389433	-0.367935825972462
"TCGA-27-2521-01"	-0.536942259034596	-0.615924093997212	-0.415205284780397
"TCGA-26-1442-01"	-0.549122569751408	-0.58575408814808	-0.361121133448914
"TCGA-12-0822-01"	-0.407533014151361	-0.401225693354081	-0.123848542260411
"TCGA-06-2564-01"	-0.522520194490743	-0.614381011195353	-0.259079287296218
"TCGA-08-0511-01"	-0.502384608925897	-0.589155343619255	-0.260198655153593
"TCGA-14-2555-01"	-0.504454921074877	-0.573480194876741	-0.259088814644034
"TCGA-08-0347-01"	-0.537777838634192	-0.589764616241107	-0.286282417077681
"TCGA-08-0625-11"	-0.515110752644701	-0.571880411485198	-0.464584339432856
"TCGA-08-0355-01"	-0.481296281710138	-0.558417025747306	-0.210196693600254
"TCGA-41-2571-01"	-0.582399087692904	-0.57904816821731	-0.398450347743194
"TCGA-02-0070-01"	-0.500541007031632	-0.58800935765344	-0.231166411813375
"TCGA-02-0113-01"	-0.503436121344256	-0.592037322279432	-0.32002394961898
"TCGA-02-0069-01"	-0.512272621474104	-0.581810465884379	-0.491197980517693
"TCGA-76-6193-01"	-0.382969033683275	-0.433084807263348	0.0151631902549029
"TCGA-02-0009-01"	-0.359385005686886	-0.269906570271246	-0.0370678138996618
"TCGA-06-0148-01"	-0.539066859006115	-0.613598758713543	-0.376768442321588
"TCGA-12-0773-01"	-0.497882125515662	-0.516444753929959	-0.212850591286351
"TCGA-41-2575-01"	-0.542130838190906	-0.579699822718777	-0.343562361998992
"TCGA-06-0133-01"	-0.472852326980441	-0.513544861066269	-0.183465943578996
"TCGA-08-0344-01"	-0.484679939113264	-0.554045691539276	-0.518183415945375
"TCGA-27-1832-01"	-0.402992327246244	-0.441653841420667	-0.140703254232708
"TCGA-02-0079-01"	-0.415735314002056	-0.449875685469195	-0.120091610974744
"TCGA-02-0338-01"	-0.534657625939034	-0.60742571881412	-0.444574256038618
"TCGA-28-5218-01"	-0.527577344572535	-0.550139989392621	-0.275621111410347
"TCGA-14-0786-01"	-0.515733230199401	-0.604091241409098	-0.326257118439379
"TCGA-06-1800-01"	-0.488719576429717	-0.550314253586826	-0.21202393503886
